"""5c697090e17f4d18c0955ac1"""	アオ	0	*	マイケルジャクソンは、ア～オっていうね
"""5c697090e17f4d18c0955ac2"""	人間	0	*	朝は四本足、昼は二本足、夕は三本足。この生き物は、人間さ
"""5c697090e17f4d18c0955ac3"""	なぞなぞ	0	*	朝は四本足、昼は二本足、夕は三本足。この生き物は何か？
"""5c697090e17f4d18c0955ac4"""	なぞなぞ	0	*	マイケルジャクソンの好きな色は？
"""5c697090e17f4d18c0955ac5"""	ヘイシリ	0	*	オッケーグーグル
"""5c697090e17f4d18c0955ac6"""	シリトリ	0	*	リンゴ
"""5c697090e17f4d18c0955ac7"""	リンゴ	0	*	ゴリラ
"""5c697090e17f4d18c0955ac8"""	ゴリラ	0	*	ライオン！！だめだこりゃ
"""5c697090e17f4d18c0955ac9"""	落語	0	*	じゅげむ　じゅげむ　ごこうのすりきれ　かいじゃりすいぎょの　すいぎょうまつ　うんらいまつ　ふうらいまつ　くうねるところにすむところ　やぶらこうじのぶらこうじ　ぱいぽ　ぱいぽ　ぱいぽのしゅーりんがん　しゅーりんがんのぐーりんだい　ぐーりんだいのぽんぽこぴーの　ぽんぽこなーの　ちょうきゅうめいのちょうすけ
"""5c697090e17f4d18c0955aca"""	こんにちは	0	*	こんにちは。お元気ですか？
"""5c697090e17f4d18c0955acb"""	こんにちは	0	*	ようこそ。どんな事があったんですか？
"""5c697090e17f4d18c0955acc"""	元気	2	元気ですか	元気です。あなたは？
"""5c697090e17f4d18c0955acd"""	元気	1	元気です	良かったです。今日はどのようなご用件で？
"""5c697090e17f4d18c0955ace"""	おはよう	0	*	おはようございます。今日のご用件は？
"""5c697090e17f4d18c0955acf"""	こんばんは	0	*	こんばんは。お元気ですか？
"""5c697090e17f4d18c0955ad0"""	おやすみ	0	*	おやすみなさい。ゆっくり休んでください。
"""5c697090e17f4d18c0955ad1"""	です	0	ですね	そうですね。
"""5c697090e17f4d18c0955ad2"""	です	0	ですね	良いですね。それで？
"""5c697090e17f4d18c0955ad3"""	です	0	です	そうかもしれませんね。そして？
"""5c697090e17f4d18c0955ad4"""	です	0	ですか	そうかもしれません。
"""5c697090e17f4d18c0955ad5"""	です	0	ですか	分かりませんが、どうして？
"""5c697090e17f4d18c0955ad6"""	です	0	でした	お疲れ様でした。
"""5c697090e17f4d18c0955ad7"""	です	0	でした	そうでしたね。それから、どうしたんですか？
"""5c697090e17f4d18c0955ad9"""	です	0	*	それを言い換えるとどうなるでしょうか？
"""5c697090e17f4d18c0955ad8"""	です	0	*	いいですね。もう少し詳しく教えてくださいますか？
"""5c697090e17f4d18c0955ada"""	です	0	*	続きを教えてください。
"""5c697090e17f4d18c0955adb"""	です	0	*	他に何か知りたいことはありますか？
"""5c697090e17f4d18c0955adc"""	です	0	*	それは興味深い点ですね。それでどうなりました？
"""5c697090e17f4d18c0955add"""	です	0	*	それについて、もう少し教えてください。
"""5c697090e17f4d18c0955ade"""	です	0	*	それがあなたにどう関係しているのですか？
"""5c697090e17f4d18c0955adf"""	です	0	*	いいですね。他にありますか？
"""5c697090e17f4d18c0955ae0"""	です	0	*	素晴らしいですね、もっと知りたいです。
"""5c697090e17f4d18c0955ae1"""	かわいい	2	がかわいい	本当、かわいいですよね。
"""5c697090e17f4d18c0955ae2"""	かわいい	1	かわいい	私もそう思います。
"""5c697090e17f4d18c0955ae3"""	きれい	2	がきれい	綺麗ですね。他に綺麗なのは？
"""5c697090e17f4d18c0955ae4"""	きれい	1	*	綺麗ですね。
"""5c697090e17f4d18c0955ae5"""	美味しい	1	*	そう思います。特にどこが美味しいですか？
"""5c697090e17f4d18c0955ae6"""	美味しい	2	が美味しい	美味しいと元気になりますが、どうですか？
"""5c697090e17f4d18c0955ae7"""	うまい	0	*	本当うまいですね。
"""5c697090e17f4d18c0955ae8"""	思う	2	と思う	そう思うのには理由がありますか?
"""5c697090e17f4d18c0955ae9"""	覚える	0	を覚え	それを忘れられないのはなぜですか？
"""5c697090e17f4d18c0955aea"""	違い	0	*	そう思うのはなぜですか？
"""5c697090e17f4d18c0955aeb"""	忘れる	2	忘れない	どうして忘れないのですか？
"""5c697090e17f4d18c0955aec"""	忘れる	0	忘れた	忘れたのはなぜですか？
"""5c697090e17f4d18c0955aed"""	忘れる	0	忘れ	忘れたのはなぜ？
"""5c697090e17f4d18c0955aee"""	思い出す	0	思い出せない	何か障害があって思い出せないのですか？
"""5c697090e17f4d18c0955aef"""	思い出す	0	思い出せません	何か障害があって思い出せないのですか？
"""5c697090e17f4d18c0955af0"""	思い出す	0	思い出します	どうして思い出すのですか？
"""5c697090e17f4d18c0955af1"""	なら	0	ならば	それが好きなんですか？
"""5c697090e17f4d18c0955af2"""	なら	0	ならば	そうなったらどうしますか？
"""5c697090e17f4d18c0955af3"""	なら	0	になれば	そうなると良いのですが。
"""5c697090e17f4d18c0955af4"""	難しい	2	が難しい	それが難しい理由は何でしょうか？
"""5c697090e17f4d18c0955af5"""	難しい	2	は難しい	それが難しいのはどうしてだと思いますか？
"""5c697090e17f4d18c0955af6"""	難しい	0	*	それが難しいのはなぜでしょうか？
"""5c697090e17f4d18c0955af7"""	ば	0	*	そう思うのはなぜですか？
"""5c697090e17f4d18c0955af8"""	ば	0	*	そうなったら、どうしますか？
"""5c697090e17f4d18c0955af9"""	かも	0	*	確信が持てないのはどうしてですか？
"""5c697090e17f4d18c0955afa"""	かも	0	*	どうしてそう思うのですか？
"""5c697090e17f4d18c0955afb"""	名前	0	*	その名前にどんな意味があるのでしょうか？
"""5c697090e17f4d18c0955afc"""	すみません	0	*	気にしないでください。
"""5c697090e17f4d18c0955afd"""	すみません	0	*	ここで謝る必要はないんです。
"""5c697090e17f4d18c0955afe"""	ごめん	0	*	いえいえ。
"""5c697090e17f4d18c0955b00"""	悪い	0	が悪い	どうして悪いんですか？
"""5c697090e17f4d18c0955aff"""	ごめん	0	*	大丈夫ですよ。
"""5c697090e17f4d18c0955b01"""	悪い	0	に悪い	それについて詳しく教えてください。
"""5c697090e17f4d18c0955b03"""	悲しい	0	*	どうして悲しいのだと思いますか？
"""5c697090e17f4d18c0955b04"""	悲しい	0	*	どうして悲しいのだと思いますか？
"""5c697090e17f4d18c0955b02"""	悪い	0	悪かった	その方に謝りに行く必要がありますか？
"""5c697090e17f4d18c0955b05"""	悲しい	0	*	お気の毒でしたね。
"""5c697090e17f4d18c0955b06"""	悲しい	0	*	お疲れ様でした。
"""5c697090e17f4d18c0955b08"""	嬉しい	0	*	良かったですね。
"""5c697090e17f4d18c0955b09"""	嬉しい	0	*	私も嬉しいです。
"""5c697090e17f4d18c0955b07"""	悲しい	0	*	そうだったんですね。でも、どうして？
"""5c697090e17f4d18c0955b0a"""	嬉しい	0	*	嬉しいのは、なぜですか？
"""5c697090e17f4d18c0955b0d"""	嫌い	0	*	どうして嫌いなんですか？
"""5c697090e17f4d18c0955b0b"""	できる	0	できない	どうしてできないんですか？
"""5c697090e17f4d18c0955b0c"""	できる	0	できません	どうしてできないのですか？
"""5c697090e17f4d18c0955b0f"""	嫌い	0	*	特にどこが嫌いですか？
"""5c697090e17f4d18c0955b0e"""	嫌い	0	*	きっかけがありますか？
"""5c697090e17f4d18c0955b10"""	風邪	0	*	それはお大事に。
"""5c697090e17f4d18c0955b12"""	思う	0	*	いつもそう思うんですか？
"""5c697090e17f4d18c0955b11"""	熱が	0	*	ゆっくり家で休んでください。
"""5c697090e17f4d18c0955b14"""	うまい	0	*	すごいですね。今度ご一緒しませんか？
"""5c697090e17f4d18c0955b13"""	思う	0	*	どうしてそう思うんですか？
"""5c697090e17f4d18c0955b15"""	うまい	0	*	確かに。
"""5c697090e17f4d18c0955b17"""	何	0	*	答えられません。恥ずかしいんです。
"""5c697090e17f4d18c0955b16"""	どうして	0	*	分かりません。どう思いますか？
"""5c697090e17f4d18c0955b19"""	分かる	0	分からない	どうして分からないのでしょうか？
"""5c697090e17f4d18c0955b18"""	何	0	*	分かりません。当ててみてください。
"""5c697090e17f4d18c0955b1a"""	誰	1	誰も	寂しいですか？
"""5c697090e17f4d18c0955b1c"""	みんな	0	*	本当ですか？
"""5c697090e17f4d18c0955b1b"""	誰	0	*	誰でしょう。知りません。
"""5c697090e17f4d18c0955b1e"""	みんな	0	*	私もです。でも本当ですか？
"""5c697090e17f4d18c0955b1d"""	みんな	0	*	それは確かな情報でしょうか？
"""5c697090e17f4d18c0955b1f"""	みんな	0	*	例えば、誰ですか？
"""5c697090e17f4d18c0955b21"""	どこ	0	*	どこが良いと思いますか？
"""5c697090e17f4d18c0955b23"""	ので	0	*	それが本当の理由ですか？
"""5c697090e17f4d18c0955b20"""	みんな	0	*	それに関してどう思いますか？
"""5c697090e17f4d18c0955b22"""	どこ	0	*	どこが良いとも居ますか？
"""5c697090e17f4d18c0955b24"""	ですから	0	*	他の理由がありますか？
"""5c697090e17f4d18c0955b26"""	いつも	0	*	今日もですか？
"""5c697090e17f4d18c0955b28"""	好き	0	*	どうして好きなんですか？
"""5c697090e17f4d18c0955b29"""	好き	0	*	私もです。そう思いますか？
"""5c697090e17f4d18c0955b27"""	いつも	0	*	本当にいつもですか？
"""5c697090e17f4d18c0955b25"""	いつも	0	*	例えばいつですか？
"""5c697090e17f4d18c0955b2a"""	好き	0	*	特にどこが好きですか？
